"","ID","consumption_unit_total","calendar_month","community","year","temperature","NumOfConnected-COMMELEC","NumOfConnected-FREENRESIE","NumOfConnected-FREERESIE","NumOfConnected-GOVTELEC","NumOfConnected-INDTELEC","NumOfConnected-RESIEXPE","NumOfConnected-RESINATE","NumOfConnected-RESINATSE","NumOfConnected-ENORATE","NumOfConnected-TOTAL","Expat_Ratio","Community.Name","One.Storey.Building","Multi.Storey.Building","Multi.Storey.Ratio.Building","Private.Villa","Investment.Villa","Arabic.House","Public.Building","Industrial.Building","Other.Buildings","Total.Buildings","population","Avg_Consumption_per_person","population_density"
"6317","201910-251",43591151.233,"201910","251","2019",32.7,1515,6,0,39,0,11783,2108,72,0,15523,0.843873093174819,"MIRDIF",86,141,0,890,8308,0,39,0,4,9468,64355,677.354537067827,6.79710604140262
"6318","201910-252",186187.78,"201910","252","2019",32.7,4,3,0,6,0,0,0,0,0,13,NA,"MUSHRAIF",1,0,0,3,0,0,6,0,0,10,67,2778.92208955224,6.7
"6319","201910-261",11219429.528,"201910","261","2019",32.7,134,5,0,28,1,545,773,57,0,1543,0.396363636363636,"MUHAISNAH FIRST",0,14,0,883,0,0,29,0,2,928,8091,1386.65548485972,8.71875
"6320","201910-262",20565382.484,"201910","262","2019",32.7,439,1,0,28,0,133,1581,132,0,2314,0.0720476706392199,"AL MIZHAR FIRST",1,0,0,1823,75,7,59,0,2,1967,16552,1242.47115055582,8.41484494153533
"6321","201910-263",12147721.05,"201910","263","2019",32.7,52,0,0,9,0,55,1079,80,0,1275,0.0453047775947282,"AL MIZHAR SECOND",0,0,0,1216,8,0,15,0,0,1239,11317,1073.40470531059,9.13397901533495
"6322","201910-264",39612314.846,"201910","264","2019",32.7,519,3,0,28,0,846,0,0,0,1396,1,"MUHAISANAH SECOND",149,524,0,0,0,0,131,0,3,807,196316,201.778331088653,243.266418835192
"6323","201910-265",8654740.179,"201910","265","2019",32.7,46,2,0,20,0,242,1078,457,0,1845,0.13618458075408,"OUD AL MUTEENA FIRST",1,0,0,2517,0,0,15,0,1,2534,14672,589.881418961287,5.79005524861878
"6324","201910-266",2654309.58,"201910","266","2019",32.7,36,0,0,5,0,20,518,24,0,603,0.0355871886120996,"OUD AL MUTEENA SECOND",0,0,0,667,0,0,7,0,0,674,5506,482.075840900835,8.16913946587537
"6325","201910-267",101331.39,"201910","267","2019",32.7,3,0,0,0,0,0,0,0,0,3,NA,"MUHAISANAH FIFTH",0,0,0,0,0,0,2,0,2,4,2,50665.695,0.5
"6326","201910-268",2595519.78,"201910","268","2019",32.7,17,0,0,3,0,129,415,58,0,622,0.214285714285714,"OUD AL MUTEENA THIRD",0,0,0,298,322,0,2,0,0,622,6679,388.60904027549,10.7379421221865
"6327","201910-271",5374748.9,"201910","271","2019",32.7,46,2,0,17,0,41,334,3,0,443,0.108465608465608,"WADI ALAMARDI",212,1,0,174,40,0,23,0,60,510,3368,1595.82805819477,6.60392156862745
"6328","201910-281",17062593.675,"201910","281","2019",32.7,141,14,0,32,0,70,1849,49,0,2155,0.0355691056910569,"AL KHWANEEJ FIRST",35,0,0,2005,0,0,23,0,1,2064,12893,1323.39980415729,6.24660852713178
"6329","201910-282",4199265.677,"201910","282","2019",32.7,143,0,0,7,0,52,575,41,0,818,0.0778443113772455,"AL KHWANEEJ SECOND",58,1,0,682,0,25,19,0,6,791,4523,928.424867786867,5.7180783817952
"6330","201910-283",1173206.03,"201910","283","2019",32.7,26,0,0,2,0,36,151,0,0,215,0.192513368983957,"ALEYAS",51,1,0,31,0,0,6,0,94,183,1757,667.732515651679,9.60109289617486
"6331","201910-284",1116983.55,"201910","284","2019",32.7,180,0,0,9,5,20,4,0,0,218,0.833333333333333,"AL TTAY",3,19,0,0,0,0,21,5,45,93,810,1378.99203703704,8.70967741935484
"6332","201910-302",1166131.613,"201910","302","2019",32.7,26,0,0,2,0,149,11,0,0,188,0.93125,"JUMEIRA  BAY",0,7,0,0,21,0,2,0,0,30,39,29900.8105897436,1.3
"6333","201910-304",184144.97,"201910","304","2019",32.7,5,0,0,0,0,0,0,0,0,5,NA,"JUMEIRA ISLAND TWO",0,0,0,0,0,0,0,0,0,0,3,61381.6566666667,Inf
"6334","201910-311",2496860.478,"201910","311","2019",32.7,109,1,0,68,4,0,1,0,0,183,0,"AL SHINDAGHA",0,0,0,0,0,0,14,0,0,14,2,1248430.239,0.142857142857143
"6335","201910-312",26384955.554,"201910","312","2019",32.7,6722,5,0,52,0,7731,21,0,0,14531,0.997291021671827,"AL SOUQ AL KABEER",3,536,0,0,0,64,227,0,1,831,51012,517.230368423116,61.3862815884477
"6336","201910-313",15161352.393,"201910","313","2019",32.7,873,0,0,13,0,5894,33,0,0,6813,0.994432259153028,"AL HAMRIYA",2,324,0,0,0,20,18,0,0,364,36738,412.688562061081,100.928571428571
"6337","201910-314",5863877.916,"201910","314","2019",32.7,269,1,0,11,0,1332,8,0,0,1621,0.994029850746269,"UMM HURAIR FIRST",0,36,0,4,0,0,45,0,0,85,5856,1001.34527254098,68.8941176470588
"6338","201910-315",20555369.026,"201910","315","2019",32.7,873,7,0,74,0,797,29,0,0,1780,0.964891041162228,"UMM HURAIR SECOND",3,30,0,0,22,0,75,0,0,130,5328,3857.98968205706,40.9846153846154
"6339","201910-316",25860976.198,"201910","316","2019",32.7,1845,1,0,20,0,9108,51,0,0,11025,0.994431706518179,"AL RAFFA",5,341,0,11,0,63,49,0,0,469,47140,548.599410224862,100.511727078891
"6340","201910-317",38469215.588,"201910","317","2019",32.7,3169,3,0,26,0,10225,200,20,0,13643,0.978937290569651,"MANKHOOL",0,197,0,209,89,71,40,0,1,607,40091,959.547419321045,66.0477759472817
"6341","201910-318",46858842.612,"201910","318","2019",32.7,4667,1,0,85,1,14588,133,2,0,19477,0.990830673096516,"AL KARAMA",0,712,0,0,0,9,92,0,3,816,75066,624.23524114779,91.9926470588235
"6342","201910-319",21777435.32,"201910","319","2019",32.7,1451,3,0,24,0,4257,49,0,0,5784,0.98862052949373,"OUD METHA",2,84,0,2,0,0,54,0,0,142,14901,1461.47475471445,104.93661971831
"6343","201910-321",11837711.379,"201910","321","2019",32.7,573,1,0,53,4,542,16,0,0,1189,0.971326164874552,"MADINAT DUBAI AL MELAHEYAH",1,28,0,0,0,0,52,0,15,96,15172,780.234074545215,158.041666666667
"6344","201910-322",9397898.117,"201910","322","2019",32.7,362,23,0,12,0,2312,145,4,0,2858,0.939455505891914,"AL HUDAIBA",4,58,0,81,107,5,9,0,0,264,14191,662.24354287929,53.7537878787879
"6345","201910-323",11558487.031,"201910","323","2019",32.7,339,1,0,24,0,1230,254,31,0,1879,0.811881188118812,"AL JAFILIYA",5,49,0,290,254,379,33,0,0,1010,23963,482.347244960981,23.7257425742574
"6346","201910-324",2303589.38,"201910","324","2019",32.7,25,4,0,16,0,0,0,0,0,45,NA,"Al Kifaf",0,0,0,0,0,0,7,0,0,7,2,1151794.69,0.285714285714286
"6347","201910-325",3582077.16,"201910","325","2019",32.7,57,7,0,38,0,3,171,29,0,305,0.0147783251231527,"ZA'ABEEL FIRST",1,0,0,245,17,14,14,0,1,292,3260,1098.79667484663,11.1643835616438
"6348","201910-326",17273286.623,"201910","326","2019",32.7,533,6,0,42,2,3980,162,1,0,4726,0.960656529085204,"AL JADAF",7,57,1,0,12,0,171,6,46,300,5104,3384.26462049373,17.0133333333333
"6349","201910-332",27220889.076,"201910","332","2019",32.7,946,2,0,57,0,2206,492,35,0,3738,0.80717160629345,"JUMEIRA FIRST",33,41,0,542,1456,138,95,0,3,2308,20356,1337.24155413637,8.81975736568458
"6350","201910-333",21921773.204,"201910","333","2019",32.7,1830,0,0,40,0,4477,349,31,0,6727,0.921762404776611,"AL BADA'A",10,225,0,405,1109,413,39,0,0,2201,56734,386.395692248035,25.7764652430713
"6351","201910-334",14560153.455,"201910","334","2019",32.7,942,5,0,35,2,2069,313,35,0,3401,0.856019859329748,"AL SATWA",3,140,0,271,206,382,47,0,1,1050,38991,373.42344271755,37.1342857142857
"6352","201910-335",28396311.13,"201910","335","2019",32.7,2157,3,0,12,0,5341,90,1,0,7604,0.983247422680412,"TRADE CENTER FIRST",0,36,5,0,0,0,20,0,0,61,16519,1719.00908832254,270.803278688525
"6353","201910-336",22654468.547,"201910","336","2019",32.7,684,8,0,11,0,3008,56,1,0,3768,0.981402936378467,"TRADE CENTER SECOND",0,26,9,0,0,0,28,0,0,63,12218,1854.1879642331,193.936507936508
"6354","201910-337",21162715.827,"201910","337","2019",32.7,1221,16,0,48,0,2653,156,2,0,4096,0.943792244752757,"ZA'ABEEL SECOND",3,16,3,201,0,22,65,0,0,310,8102,2612.03601913108,26.1354838709677
"6355","201910-342",11444040.67,"201910","342","2019",32.7,128,1,0,21,0,859,361,24,0,1394,0.690514469453376,"JUMEIRA SECOND",6,2,0,466,866,1,13,0,1,1355,10079,1135.43413731521,7.43837638376384
"6356","201910-343",27279772.935,"201910","343","2019",32.7,1020,9,0,82,0,2601,492,40,0,4244,0.830194701563996,"AL WASL",1,50,0,572,278,51,56,0,1,1009,11555,2360.86308394634,11.4519326065411
"6357","201910-345",65845270.187,"201910","345","2019",32.7,6740,5,0,30,0,20117,492,0,0,27384,0.976126934834296,"BURJ Khalifah",0,73,33,0,67,0,35,0,0,208,20477,3215.57211442106,98.4471153846154
"6358","201910-346",13643804.856,"201910","346","2019",32.7,2024,4,0,2,0,6754,93,0,0,8877,0.98641740908427,"BUSINESS BAY",1,86,14,0,9,0,75,0,0,185,21179,644.213837102791,114.481081081081
"6359","201910-347",7077238.442,"201910","347","2019",32.7,89,2,0,7,0,824,20,0,0,942,0.976303317535545,"AL MERKADH",2,5,0,6,588,0,12,0,0,613,1317,5373.75735914958,2.14845024469821
"6360","201910-352",15542733.591,"201910","352","2019",32.7,337,1,0,34,0,1299,550,41,0,2262,0.687301587301587,"JUMEIRA THIRD",6,3,0,664,1097,25,43,0,1,1839,13417,1158.43583446374,7.2958129418162
"6361","201910-353",9459492.336,"201910","353","2019",32.7,280,5,0,19,0,1182,186,2,0,1674,0.862773722627737,"AL SAFA FIRST",21,17,0,195,1134,0,27,0,0,1394,8514,1111.05148414376,6.10760401721664
"6362","201910-354",26078823.672,"201910","354","2019",32.7,901,3,0,46,30,738,839,134,0,2691,0.431326709526593,"AL QOUZ FIRST",2,7,0,1238,49,372,84,10,0,1762,20154,1293.9775564156,11.4381384790011
"6363","201910-355",3766165.151,"201910","355","2019",32.7,53,1,0,9,0,168,631,79,0,941,0.191343963553531,"AL QOUZ SECOND",0,1,0,790,128,58,8,0,0,985,5240,718.733807442748,5.31979695431472
"6364","201910-356",11905771.125,"201910","356","2019",32.7,299,2,0,27,1,979,420,24,0,1752,0.687983134223472,"UMM SUQEIM FIRST",12,3,0,528,1044,14,40,0,3,1644,11718,1016.02416154634,7.12773722627737
"6365","201910-357",8741973.057,"201910","357","2019",32.7,185,3,0,18,0,578,307,13,0,1104,0.643652561247216,"AL SAFA SECOND",1,1,0,420,482,0,24,0,2,930,6679,1308.8745406498,7.18172043010753
"6366","201910-358",16031497.349,"201910","358","2019",32.7,1577,3,0,8,10,369,4,0,0,1971,0.989276139410188,"AL QOUZ THIRD",0,70,0,0,0,0,130,8,7,215,40553,395.322105614874,188.618604651163
"6367","201910-359",10962645.668,"201910","359","2019",32.7,254,0,0,6,0,3234,344,96,0,3934,0.880239520958084,"AL QOUZ FOURTH",2,81,0,401,59,0,21,0,1,565,22718,482.553291134783,40.2088495575221
"6368","201910-362",12961763.999,"201910","362","2019",32.7,264,0,0,36,0,1118,470,47,0,1935,0.683792048929664,"UMM SUQEIM SECOND",17,2,0,601,1053,32,45,0,8,1758,12325,1051.66442182556,7.01080773606371
"6369","201910-363",9588272.408,"201910","363","2019",32.7,189,3,0,14,0,605,428,23,0,1262,0.572916666666667,"AL MANARA",5,1,0,661,491,0,29,0,0,1187,8271,1159.26398355701,6.96798652064027
"6370","201910-364",31276535.657,"201910","364","2019",32.7,2368,5,0,13,158,161,0,0,0,2705,1,"AL QOUZE IND.FIRST",19,70,0,0,0,0,125,61,275,550,26075,1199.48363018217,47.4090909090909
"6371","201910-365",42107515.059,"201910","365","2019",32.7,1304,9,0,30,67,10167,25,1,0,11603,0.997449229863632,"AL QOUZE IND.SECOND",36,347,0,0,0,0,171,40,60,654,159978,263.208160240783,244.614678899083
"6372","201910-366",11707095.299,"201910","366","2019",32.7,207,2,0,22,0,580,220,16,0,1047,0.71078431372549,"UMM SUQEIM THIRD",6,12,0,235,571,48,37,0,1,910,7520,1556.79458763298,8.26373626373626
"6373","201910-367",8823781.938,"201910","367","2019",32.7,428,3,0,10,0,333,262,10,0,1046,0.550413223140496,"UMM AL SHEIF",1,7,0,423,128,0,33,0,2,594,4367,2020.55917975727,7.35185185185185
"6374","201910-368",29942884.27,"201910","368","2019",32.7,2572,4,0,20,153,88,0,0,0,2837,1,"AL QOUZE IND.THIRD",31,66,0,0,0,0,136,31,407,671,26656,1123.30748311825,39.725782414307
"6375","201910-369",23697247.177,"201910","369","2019",32.7,2371,6,0,21,136,192,0,0,0,2726,1,"AL QOUZE IND.FOURTH",12,124,0,0,0,0,125,56,444,761,38079,622.318001444366,50.0381077529566
"6376","201910-372",9477065.998,"201910","372","2019",32.7,267,4,0,41,0,1231,81,3,0,1627,0.936121673003802,"AL SAFOUH FIRST",7,11,0,104,276,0,15,0,18,431,4435,2136.8807210823,10.2900232018561
"6377","201910-373",70023744.937,"201910","373","2019",32.7,3126,3,0,25,0,13408,214,4,0,16780,0.984001174225745,"AL BARSHA FIRST",6,213,1,10,933,0,50,0,2,1215,39451,1774.95487914121,32.4699588477366
"6378","201910-375",16562072.915,"201910","375","2019",32.7,189,1,0,42,0,545,1092,96,0,1965,0.314483554529717,"AL BARSHA THIRD",0,4,0,1618,55,0,41,0,0,1718,14601,1134.31086329703,8.4988358556461
"6379","201910-376",19810714.122,"201910","376","2019",32.7,367,3,0,22,0,430,1290,93,0,2205,0.237175951461666,"AL BARSHA SECOND",3,1,0,1766,76,0,82,0,0,1928,15523,1276.21684738775,8.05134854771784
"6380","201910-381",52474949.35,"201910","381","2019",32.7,789,14,0,22,0,9872,369,0,0,11066,0.963968362464603,"NAKHLAT JUMEIRA",0,88,1,0,1576,0,14,0,0,1679,24448,2146.39027118783,14.5610482430018
"6381","201910-382",31919385.763,"201910","382","2019",32.7,2542,5,0,27,0,946,10,0,0,3530,0.989539748953975,"AL SAFOUH SECOND",3,21,2,0,717,0,74,0,0,817,6126,5210.47759761672,7.49816401468788
"6382","201910-383",26163982.474,"201910","383","2019",32.7,2561,1,0,10,0,7248,48,0,0,9868,0.993421052631579,"AL THANYAH FIRST",2,75,1,0,76,0,19,0,0,173,24834,1053.55490351937,143.549132947977
"6383","201910-384",566258.807,"201910","384","2019",32.7,14,5,0,5,0,196,3,0,0,223,0.984924623115578,"AL THANYAH SECOND",1,0,0,0,0,0,1,0,0,2,115,4923.98962608696,57.5
"6384","201910-388",22385208.844,"201910","388","2019",32.7,463,1,0,11,0,8368,61,0,0,8904,0.992763079843398,"AL THANYAH THIRD",2,89,1,0,1237,0,15,0,0,1344,21442,1043.98884637627,15.953869047619
"6385","201910-390",15380.2,"201910","390","2019",32.7,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6386","201910-392",86900207.543,"201910","392","2019",32.7,3193,4,0,22,0,33394,345,0,0,36958,0.989774445004298,"MARSA DUBAI",4,189,18,0,137,0,72,0,0,420,61047,1423.49677368257,145.35
"6387","201910-393",45032002.585,"201910","393","2019",32.7,6790,7,0,24,13,16603,215,1,0,23653,0.98715738153279,"AL THANYAH FIFTH",0,53,2,0,3325,0,73,0,0,3453,40586,1109.54522704874,11.7538372429771
"6388","201910-394",32856374.786,"201910","394","2019",32.7,458,2,0,9,0,7442,192,2,0,8105,0.974594028287061,"AL THANYAH  FOURTH",0,1,0,0,7456,0,17,0,3,7477,27728,1184.95292794287,3.70843921358834
"6389","201910-411",215805.54,"201910","411","2019",32.7,7,0,0,0,0,0,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6390","201910-412",13949810.017,"201910","412","2019",32.7,802,1,0,17,5,1049,64,0,0,1938,0.942497753818509,"AL KHEERAN",0,30,0,0,59,0,45,3,6,143,4982,2800.04215515857,34.8391608391608
"6391","201910-413",62669.08,"201910","413","2019",32.7,0,1,0,1,0,0,0,0,0,2,NA,"RAS AL KHOR",0,0,0,0,0,0,1,0,0,1,2,31334.54,2
"6392","201910-415",1693870.164,"201910","415","2019",32.7,50,2,0,4,0,933,28,0,0,1017,0.970863683662851,"AL KHAIRAN FIRST",0,3,0,0,0,0,5,0,1,9,587,2885.639120954,65.2222222222222
"6393","201910-416",17524614.086,"201910","416","2019",32.7,848,6,0,31,4,888,1358,102,0,3237,0.378194207836457,"NADD AL HAMAR",1,11,0,1523,0,0,88,0,35,1658,14216,1232.73875112549,8.57418576598311
"6394","201910-421",14704380.421,"201910","421","2019",32.7,508,3,0,0,0,8116,939,42,0,9608,0.892162251291635,"AL WARQA'A FIRST",0,219,0,0,0,0,12,0,0,231,24679,595.825617772195,106.835497835498
"6395","201910-422",8504645.21,"201910","422","2019",32.7,83,2,0,17,0,89,980,79,0,1250,0.0775261324041812,"AL WARQA'A SECOND",0,0,0,1242,0,0,19,0,0,1261,10689,795.644607540462,8.47660586835845
"6396","201910-423",11358450.393,"201910","423","2019",32.7,58,0,0,28,0,193,1407,119,0,1805,0.112274578243165,"AL WARQA'A THIRD",0,0,0,1775,7,0,23,0,0,1805,14728,771.214719785443,8.1595567867036
"6397","201910-424",9816908.274,"201910","424","2019",32.7,64,1,0,17,0,65,1391,149,0,1687,0.0404984423676012,"AL WARQA'A FOURTH",0,0,0,1667,0,0,15,0,0,1682,13452,729.773139607493,7.99762187871581
"6398","201910-425",745696.09,"201910","425","2019",32.7,1,2,0,14,0,0,0,0,0,17,NA,"AL WARQA'A FIFTH",0,0,0,0,0,0,2,0,2,4,60,12428.2681666667,15
"6399","201910-431",245054.47,"201910","431","2019",32.7,4,0,0,3,0,0,0,0,0,7,NA,"WADI ALSHABAK",1,0,0,0,0,0,0,0,0,1,55,4455.53581818182,55
"6400","201910-441",58800.68,"201910","441","2019",32.7,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6401","201910-442",41.3,"201910","442","2019",32.7,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6402","201910-500",1985805.667,"201910","500","2019",32.7,27,2,0,11,6,0,0,0,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6403","201910-511",3551324.061,"201910","511","2019",32.7,54,7,0,25,12,506,11,0,0,615,0.978723404255319,"HESSYAN FIRST",2,13,0,0,323,0,7,1,0,346,3492,1016.98856271478,10.0924855491329
"6404","201910-512",1066964.44,"201910","512","2019",32.7,6,6,0,0,0,0,0,0,0,12,NA,"HESSYAN SECOND",4,0,0,2,0,0,1,1,125,133,45,23710.3208888889,0.338345864661654
"6405","201910-513",3613429.81,"201910","513","2019",32.7,163,3,0,0,0,42,0,0,0,208,1,"SAIH SHUAIB 1",1,3,0,0,21,0,53,0,10,88,9,401492.201111111,0.102272727272727
"6406","201910-516",23846459.51,"201910","516","2019",32.7,249,10,0,6,88,0,0,0,0,353,NA,"JABAL ALI INDUSTRIAL THIRD",2,1,0,0,0,0,88,61,35,187,2462,9685.8080869212,13.1657754010695
"6407","201910-518",37164113.596,"201910","518","2019",32.7,1453,5,0,36,122,360,4,0,0,1980,0.989010989010989,"JABAL ALI INDUSTRIAL SECOND",2,3,0,0,0,0,234,38,162,439,23000,1615.83102591304,52.3917995444191
"6408","201910-521",12104239.966,"201910","521","2019",32.7,1496,20,0,70,2,1285,52,0,0,2925,0.961106955871354,"MADINAT AL MATAAR",3,37,0,0,0,0,163,2,8,213,2697,4488.03854875788,12.6619718309859
"6409","201910-531",36520697.108,"201910","531","2019",32.7,1142,29,0,130,215,1122,20,0,0,2658,0.982486865148862,"SAIH SHUAIB 2",0,32,0,0,220,0,25,18,37,332,14491,2520.23304865089,43.6475903614458
"6410","201910-532",8032475.779,"201910","532","2019",32.7,437,0,0,1,68,27,0,0,0,533,1,"SAIH SHUAIB 3",0,27,0,0,0,0,53,29,35,144,11144,720.789283829864,77.3888888888889
"6411","201910-533",6615862.19,"201910","533","2019",32.7,139,0,0,1,68,29,0,0,0,237,1,"SAIH SHUAIB 4",1,26,0,0,0,0,34,36,46,143,11170,592.288468218442,78.1118881118881
"6412","201910-591",96129776.105,"201910","591","2019",32.7,2546,42,0,123,176,27060,140,0,0,30087,0.994852941176471,"JEBEL ALI FIRST",10,414,0,0,2202,0,44,3,2,2675,75287,1276.84429058138,28.1446728971963
"6413","201910-592",866497.88,"201910","592","2019",32.7,19,21,0,0,1,624,0,0,0,665,1,"JEBEL ALI SECOND",1,2,0,0,0,0,2,2,0,7,1570,551.909477707006,224.285714285714
"6414","201910-593",37601.85,"201910","593","2019",32.7,9,0,0,7,0,0,0,0,0,16,NA,"JEBEL ALI THIRD",0,1,0,0,0,0,3,1,0,5,1513,24.8525115664243,302.6
"6415","201910-594",8823705.607,"201910","594","2019",32.7,328,8,0,8,49,3,0,0,0,396,1,"MENA JABAL ALI",13,80,0,0,0,0,346,136,292,867,24487,360.342451382366,28.2433679354095
"6416","201910-597",26798082.402,"201910","597","2019",32.7,2055,2,0,14,218,3140,11,0,0,5440,0.996509044747699,"DUBAI INVESTMENT PARK SECOND",4,192,0,0,0,0,113,101,270,680,60630,441.993772093023,89.1617647058823
"6417","201910-598",43372654.984,"201910","598","2019",32.7,2256,8,0,8,229,4735,38,0,0,7274,0.992038550178085,"DUBAI INVESTMENT PARK FIRST",1,310,0,0,1227,0,260,87,52,1937,69956,619.999070615816,36.1156427465152
"6418","201910-599",74162533.793,"201910","599","2019",32.7,1437,14,0,53,320,519,0,0,0,2343,1,"JABAL ALI INDUSTRIAL FIRST",6,437,0,0,0,0,144,199,177,963,128975,575.014799713123,133.930425752856
"6419","201910-600",7627352.31,"201910","600","2019",32.7,263,17,0,77,0,15,37,0,0,409,0.288461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6420","201910-611",220596.55,"201910","611","2019",32.7,4,2,0,4,0,0,1,0,0,11,0,"BU KADRA",0,0,0,0,0,0,1,0,0,1,16,13787.284375,16
"6421","201910-612",4057836.995,"201910","612","2019",32.7,1336,2,0,12,24,101,0,0,0,1475,1,"RAS AL KHOR IND. FIRST",10,15,0,0,0,0,197,10,170,402,2550,1591.3086254902,6.34328358208955
"6422","201910-613",11450671.237,"201910","613","2019",32.7,3560,1,0,25,85,211,3,0,0,3885,0.985981308411215,"RAS AL KHOR IND. SECOND",1,11,0,0,0,0,592,22,487,1113,2514,4554.76182856006,2.25876010781671
"6423","201910-614",17068439.264,"201910","614","2019",32.7,1892,13,0,33,1,2046,110,5,0,4100,0.946783896344285,"RAS AL KHOR IND. THIRD",0,77,0,0,32,0,321,0,16,446,21834,781.73670715398,48.9551569506726
"6424","201910-615",3724791.141,"201910","615","2019",32.7,35,5,0,29,0,18,219,4,0,310,0.0746887966804979,"NADD AL SHIBA SECOND",3,1,0,217,0,0,9,0,0,230,2389,1559.14237798242,10.3869565217391
"6425","201910-616",2791425.845,"201910","616","2019",32.7,120,1,0,12,0,755,51,0,0,939,0.936724565756824,"NADD AL SHIBA THIRD",0,2,0,64,1411,0,10,0,0,1487,767,3639.40788135593,0.515803631472764
"6426","201910-617",3405323.253,"201910","617","2019",32.7,68,2,0,11,0,26,522,17,0,646,0.0460176991150442,"NADD AL SHIBA FOURTH",0,0,0,729,0,0,18,0,0,747,3685,924.104003527816,4.9330655957162
"6427","201910-618",8174071.123,"201910","618","2019",32.7,97,3,0,7,0,2036,153,1,0,2297,0.929680365296804,"NADD AL SHIBA FIRST",1,43,0,99,1307,0,35,0,1,1486,5948,1374.25540063887,4.00269179004038
"6428","201910-621",51033980.552,"201910","621","2019",32.7,6193,5,0,13,8,28601,395,8,0,35223,0.986105364777272,"WARSAN FIRST",0,470,0,0,934,0,32,0,93,1529,106072,481.125844256731,69.3734466971877
"6429","201910-622",2188063.101,"201910","622","2019",32.7,17,25,0,5,2,90,3,0,0,142,0.967741935483871,"WARSAN SECOND",7,3,0,0,92,0,18,1,0,121,1568,1395.44840625,12.9586776859504
"6430","201910-624",4578931.603,"201910","624","2019",32.7,121,4,0,4,0,5352,95,0,0,5576,0.982559206902882,"WARSAN FOURTH",0,77,0,0,0,0,2,1,0,80,8994,509.109584500778,112.425
"6431","201910-626",35246666.882,"201910","626","2019",32.7,1983,5,0,7,13,19404,456,2,0,21870,0.976940892155876,"NADD HESSA",0,132,11,0,1766,0,58,0,2,1969,38494,915.64053831766,19.5500253936008
"6432","201910-630",3958255.01,"201910","630","2019",32.7,253,2,0,59,1,413,0,0,0,728,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6433","201910-631",4663524.421,"201910","631","2019",32.7,86,1,0,1,0,2382,49,0,0,2519,0.979843685726039,"HADAEQ SHEIKH MOHAMMED BIN RASHID",4,8,0,0,1194,0,15,1,9,1231,1563,2983.70084516955,1.26969943135662
"6434","201910-641",961692.34,"201910","641","2019",32.7,28,4,0,2,0,9,42,0,0,85,0.176470588235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6435","201910-643",6872969.004,"201910","643","2019",32.7,106,3,0,6,0,4144,167,5,0,4431,0.96014828544949,"WADI AL SAFA 2",0,49,0,1,654,0,16,0,1,721,10519,653.386158760338,14.5894590846047
"6436","201910-645",14126531.269,"201910","645","2019",32.7,208,8,0,2,0,3889,117,0,0,4224,0.970793809286071,"WADI AL SAFA 3",1,31,1,6,2251,0,20,1,2,2313,9764,1446.79754905776,4.22135754431474
"6437","201910-646",2333233.12,"201910","646","2019",32.7,42,4,0,0,0,0,0,0,0,46,NA,"WADI AL SAFA 4",0,1,0,0,0,0,7,0,2,10,2,1166616.56,0.2
"6438","201910-648",15501021.736,"201910","648","2019",32.7,243,4,0,3,0,7926,258,0,0,8434,0.968475073313783,"WADI AL SAFA 5",0,45,1,35,1826,0,9,0,1,1917,21241,729.768925003531,11.0803338549817
"6439","201910-664",16412890.967,"201910","664","2019",32.7,181,3,0,5,0,4165,95,0,0,4449,0.977699530516432,"WADI AL ASAFA 6",1,1,0,0,4288,0,13,0,0,4303,18213,901.163507769176,4.23262839879154
"6440","201910-665",6882803.726,"201910","665","2019",32.7,96,2,0,6,0,2213,56,1,0,2374,0.97488986784141,"WADI AL ASAFA 7",0,28,0,0,2644,0,21,0,0,2693,8473,812.321931547268,3.14630523579651
"6441","201910-671",11569619.745,"201910","671","2019",32.7,93,5,0,29,0,145,1651,254,0,2177,0.0707317073170732,"AL BARSHA SOUTH FIRST",0,0,0,2139,0,0,20,0,0,2159,13717,843.451173361522,6.35340435386753
"6442","201910-672",7356086.355,"201910","672","2019",32.7,174,2,0,7,0,1409,446,21,0,2059,0.751066098081023,"AL BARSHA SOUTH SECOND",0,6,0,700,440,0,24,0,0,1170,7509,979.635950858969,6.41794871794872
"6443","201910-673",7028172.673,"201910","673","2019",32.7,409,3,0,4,0,4936,90,0,0,5442,0.982093115797851,"AL BARSHA SOUTH THIRD",0,46,0,0,0,0,17,0,0,63,6929,1014.31269634868,109.984126984127
